Anno evento;Residenza;Genere;Età decesso;Gruppi cause morte;Cause morte;Cause morte violenta;Tipologia morte violenta;Numerosità
2004;Fuori Milano;Maschi;80;Tumori;Tumori maligni cavità boccale e faringe;;;1
2004;Fuori Milano;Maschi;80;Tumori;Tumori maligni dell'intestino;;;2
2004;Fuori Milano;Maschi;80;Tumori;Tumori maligni del fegato e vie biliari;;;1
2004;Fuori Milano;Maschi;80;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;4
2004;Fuori Milano;Maschi;80;Tumori;Tumori maligni della prostata;;;4
2004;Fuori Milano;Maschi;80;Tumori;Tumori maligni della tiroide e delle altre ghiandole endocrine;;;1
2004;Fuori Milano;Maschi;80;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2004;Fuori Milano;Maschi;80;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2004;Fuori Milano;Maschi;80;Malattie del sistema circolatorio;Altre malattie del cuore;;;3
2004;Fuori Milano;Maschi;80;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2004;Fuori Milano;Maschi;80;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2004;Fuori Milano;Maschi;80;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;2
2004;Fuori Milano;Maschi;80;Malattie del sistema respiratorio;Polmonite;;;4
2004;Fuori Milano;Maschi;80;Malattie del sistema respiratorio;Bronchite;;;1
2004;Fuori Milano;Maschi;80;Malattie dell'apparato digerente;Ulcera gastrica, duodenale e digiunale;;;1
2004;Fuori Milano;Maschi;80;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2004;Fuori Milano;Maschi;81;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2004;Fuori Milano;Maschi;81;Tumori;Tumori maligni dell'apparato urinario;;;1
2004;Fuori Milano;Maschi;81;Tumori;Leucemie;;;2
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Cardiopatie reumatiche;;;1
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Ipertensione;;;1
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;2
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Altre malattie del cuore;;;4
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Emorragia cerebrale;;;3
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;1
2004;Fuori Milano;Maschi;81;Malattie del sistema circolatorio;Arteriosclerosi generalizzata;;;1
2004;Fuori Milano;Maschi;81;Malattie del sistema respiratorio;Polmonite;;;2
2004;Fuori Milano;Maschi;81;Malattie del sistema respiratorio;Bronchite;;;1
2004;Fuori Milano;Maschi;82;Tumori;Tumori maligni dell'intestino;;;1
2004;Fuori Milano;Maschi;82;Tumori;Tumori maligni del fegato e vie biliari;;;3
2004;Fuori Milano;Maschi;82;Tumori;Altri tumori maligni dell'apparato digerente;;;1
2004;Fuori Milano;Maschi;82;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;4
2004;Fuori Milano;Maschi;82;Tumori;Tumori maligni della prostata;;;1
2004;Fuori Milano;Maschi;82;Tumori;Tumori maligni dell'apparato urinario;;;1
2004;Fuori Milano;Maschi;82;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;1
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Ipertensione;;;2
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Altre malattie del cuore;;;4
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;3
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;2
2004;Fuori Milano;Maschi;82;Malattie del sistema circolatorio;Arteriosclerosi generalizzata;;;1
2004;Fuori Milano;Maschi;82;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2004;Fuori Milano;Maschi;82;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Sintomi, segni e risultati anormali di esami;;;1
2004;Fuori Milano;Maschi;82;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2004;Fuori Milano;Maschi;83;Tumori;Tumori maligni del fegato e vie biliari;;;2
2004;Fuori Milano;Maschi;83;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2004;Fuori Milano;Maschi;83;Tumori;Tumori maligni dell'apparato urinario;;;1
2004;Fuori Milano;Maschi;83;Tumori;Altri tumori maligni dei tessuti linfatici;;;2
2004;Fuori Milano;Maschi;83;Malattie del sangue, degli organi ematopoietici e alcuni disturbi immunitari;Anemie;;;1
2004;Fuori Milano;Maschi;83;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;4
2004;Fuori Milano;Maschi;83;Malattie del sistema circolatorio;Altre malattie del cuore;;;5
2004;Fuori Milano;Maschi;83;Malattie del sistema circolatorio;Emorragia cerebrale;;;2
2004;Fuori Milano;Maschi;83;Malattie del sistema respiratorio;Influenza;;;1
2004;Fuori Milano;Maschi;83;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2004;Fuori Milano;Maschi;84;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;2
2004;Fuori Milano;Maschi;84;Tumori;Tumori maligni della prostata;;;1
2004;Fuori Milano;Maschi;84;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2004;Fuori Milano;Maschi;84;Tumori;Altre localizzazioni di tumori maligni;;;2
2004;Fuori Milano;Maschi;84;Malattie endocrine, nutrizionali e metaboliche;Diabete mellito;;;1
2004;Fuori Milano;Maschi;84;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;2
2004;Fuori Milano;Maschi;84;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;3
2004;Fuori Milano;Maschi;84;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2004;Fuori Milano;Maschi;84;Malattie del sistema circolatorio;Altre malattie del cuore;;;4
2004;Fuori Milano;Maschi;84;Malattie del sistema circolatorio;Arteriosclerosi generalizzata;;;1
2004;Fuori Milano;Maschi;84;Malattie del sistema respiratorio;Polmonite;;;2
2004;Fuori Milano;Maschi;84;Malattie dell'apparato digerente;Ulcera gastrica, duodenale e digiunale;;;1
2004;Fuori Milano;Maschi;84;Malattie dell'apparato genitourinario;Insufficienza renale;;;1
2004;Fuori Milano;Maschi;84;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;2
2004;Fuori Milano;Maschi;85;Tumori;Tumori maligni dello stomaco;;;1
2004;Fuori Milano;Maschi;85;Tumori;Tumori maligni dell'intestino;;;1
2004;Fuori Milano;Maschi;85;Tumori;Tumori maligni del fegato e vie biliari;;;1
2004;Fuori Milano;Maschi;85;Tumori;Tumori maligni della prostata;;;1
2004;Fuori Milano;Maschi;85;Malattie endocrine, nutrizionali e metaboliche;Diabete mellito;;;1
2004;Fuori Milano;Maschi;85;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;2
2004;Fuori Milano;Maschi;85;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2004;Fuori Milano;Maschi;85;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2004;Fuori Milano;Maschi;85;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2004;Fuori Milano;Maschi;85;Malattie del sistema respiratorio;Bronchite;;;2
2004;Fuori Milano;Maschi;85;Malattie dell'apparato genitourinario;Insufficienza renale;;;1
2004;Fuori Milano;Maschi;86;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2004;Fuori Milano;Maschi;86;Tumori;Altri tumori maligni dell'apparato respiratorio;;;1
2004;Fuori Milano;Maschi;86;Tumori;Melanoma ed altri tumori maligni della cute;;;1
2004;Fuori Milano;Maschi;86;Tumori;Tumori maligni della prostata;;;1
2004;Fuori Milano;Maschi;86;Tumori;Altre localizzazioni di tumori maligni;;;1
2004;Fuori Milano;Maschi;86;Tumori;Tumori di comportamento incerto o sconosciuto;;;1
2004;Fuori Milano;Maschi;86;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2004;Fuori Milano;Maschi;86;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2004;Fuori Milano;Maschi;86;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2004;Fuori Milano;Maschi;86;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2004;Fuori Milano;Maschi;86;Malattie del sistema respiratorio;Bronchite;;;2
2004;Fuori Milano;Maschi;86;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2004;Fuori Milano;Maschi;86;Malattie del sistema osteomuscolare e tessuto connettivo;Altre malattie del sistema osteomuscolare e tessuto connettivo;;;1
2004;Fuori Milano;Maschi;86;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Sintomi, segni e risultati anormali di esami;;;1
2004;Fuori Milano;Maschi;87;Tumori;Tumori maligni della prostata;;;1
2004;Fuori Milano;Maschi;87;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2004;Fuori Milano;Maschi;87;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2004;Fuori Milano;Maschi;87;Malattie del sistema respiratorio;Polmonite;;;2
2004;Fuori Milano;Maschi;88;Tumori;Tumori maligni dell'intestino;;;1
2004;Fuori Milano;Maschi;88;Tumori;Tumori maligni della prostata;;;1
2004;Fuori Milano;Maschi;88;Tumori;Tumori maligni dell'occhio e altre parti del sistema nervoso centrale;;;1
2004;Fuori Milano;Maschi;88;Malattie endocrine, nutrizionali e metaboliche;Diabete mellito;;;1
2004;Fuori Milano;Maschi;88;Malattie del sistema circolatorio;Cardiopatia ipertensiva;;;1
2004;Fuori Milano;Maschi;88;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2004;Fuori Milano;Maschi;88;Malattie del sistema circolatorio;Altre malattie del cuore;;;3
2004;Fuori Milano;Maschi;88;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2004;Fuori Milano;Maschi;88;Malattie del sistema respiratorio;Bronchite;;;2
2004;Fuori Milano;Maschi;88;Malattie del sistema osteomuscolare e tessuto connettivo;Altre malattie del sistema osteomuscolare e tessuto connettivo;;;1
2004;Fuori Milano;Maschi;88;Malattie dell'apparato genitourinario;Insufficienza renale;;;1
2004;Fuori Milano;Maschi;88;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;2
2004;Fuori Milano;Maschi;88;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2004;Fuori Milano;Maschi;89;Tumori;Tumori maligni dell'intestino;;;1
2004;Fuori Milano;Maschi;89;Tumori;Tumori maligni del fegato e vie biliari;;;1
2004;Fuori Milano;Maschi;89;Tumori;Leucemie;;;1
2004;Fuori Milano;Maschi;89;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;1
2004;Fuori Milano;Maschi;89;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;2
2004;Fuori Milano;Maschi;89;Malattie del sistema circolatorio;Altre malattie del cuore;;;3
2004;Fuori Milano;Maschi;89;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2004;Fuori Milano;Maschi;89;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2004;Fuori Milano;Maschi;89;Malattie del sistema respiratorio;Polmonite;;;1
2004;Fuori Milano;Maschi;89;Malattie del sistema respiratorio;Bronchite;;;1
2004;Fuori Milano;Maschi;89;Malattie dell'apparato digerente;Altre malattie del fegato;;;1
2004;Fuori Milano;Maschi;89;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2004;Fuori Milano;Maschi;90;Tumori;Tumori maligni dell'apparato urinario;;;1
2004;Fuori Milano;Maschi;90;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2004;Fuori Milano;Maschi;90;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2004;Fuori Milano;Maschi;90;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;2
2004;Fuori Milano;Maschi;90;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2004;Fuori Milano;Maschi;91;Malattie del sistema respiratorio;Polmonite;;;2
2004;Fuori Milano;Maschi;91;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2004;Fuori Milano;Maschi;92;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2004;Fuori Milano;Maschi;92;Tumori;Tumori maligni dell'apparato urinario;;;1
2004;Fuori Milano;Maschi;92;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2004;Fuori Milano;Maschi;92;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2004;Fuori Milano;Maschi;92;Malattie del sistema circolatorio;Arteriosclerosi generalizzata;;;1
2004;Fuori Milano;Maschi;92;Malattie del sistema respiratorio;Polmonite;;;2
2004;Fuori Milano;Maschi;92;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2004;Fuori Milano;Maschi;92;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2004;Fuori Milano;Maschi;93;Tumori;Tumori maligni dell'intestino;;;1
2004;Fuori Milano;Maschi;93;Tumori;Tumori maligni della prostata;;;1
2004;Fuori Milano;Maschi;93;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2004;Fuori Milano;Maschi;93;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2004;Fuori Milano;Maschi;93;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;2
2004;Fuori Milano;Maschi;94;Malattie del sistema osteomuscolare e tessuto connettivo;Altre malattie del sistema osteomuscolare e tessuto connettivo;;;1
2004;Fuori Milano;Maschi;94;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2004;Fuori Milano;Maschi;95;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2004;Fuori Milano;Maschi;95;Malattie dell'apparato genitourinario;Insufficienza renale;;;1
2004;Fuori Milano;Maschi;96;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2004;Fuori Milano;Maschi;96;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;1
2004;Fuori Milano;Maschi;98;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2004;Fuori Milano;Maschi;102;Malattie del sistema respiratorio;Polmonite;;;1
2004;Fuori Milano;Maschi;104;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2005;Milano;Femmine;0;Condizioni morbose perinatali;Immaturità;;;6
2005;Milano;Femmine;0;Condizioni morbose perinatali;Traumatismi ostetrici;;;1
2005;Milano;Femmine;0;Condizioni morbose perinatali;Altre condizioni morbose perinatali;;;1
2005;Milano;Femmine;0;Malformazioni congenite, anomalie cromosomiche;Malformazioni congenite, anomalie cromosomiche;;;1
2005;Milano;Femmine;0;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Morti improvvise da causa sconosciuta;;;1
2005;Milano;Femmine;3;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2005;Milano;Femmine;10;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2005;Milano;Femmine;13;Tumori;Tumori maligni cavità boccale e faringe;;;1
2005;Milano;Femmine;15;Tumori;Tumori maligni dell'encefalo;;;1
2005;Milano;Femmine;18;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;20;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2005;Milano;Femmine;21;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;1
2005;Milano;Femmine;22;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2005;Milano;Femmine;23;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2005;Milano;Femmine;23;Disturbi psichici e comportamentali;Disturbi psichici;;;1
2005;Milano;Femmine;25;Tumori;Leucemie;;;1
2005;Milano;Femmine;25;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2005;Milano;Femmine;26;Tumori;Altre localizzazioni di tumori maligni;;;1
2005;Milano;Femmine;26;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2005;Milano;Femmine;26;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;27;Tumori;Tumori di comportamento incerto o sconosciuto;;;1
2005;Milano;Femmine;28;Tumori;Tumori maligni dello stomaco;;;1
2005;Milano;Femmine;28;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2005;Milano;Femmine;29;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;30;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;31;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;32;Tumori;Tumori maligni dell'intestino;;;1
2005;Milano;Femmine;32;Tumori;Tumori maligni della mammella;;;1
2005;Milano;Femmine;33;Tumori;Tumori maligni dell'intestino;;;1
2005;Milano;Femmine;33;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2005;Milano;Femmine;33;Complicazioni gravidanza, parto e puerperio;Complicazioni gravidanza, parto e puerperio;;;1
2005;Milano;Femmine;33;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2005;Milano;Femmine;33;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;35;Malattie del sistema respiratorio;Polmonite;;;1
2005;Milano;Femmine;35;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;36;Tumori;Altri tumori maligni dell'apparato digerente;;;1
2005;Milano;Femmine;36;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;2
2005;Milano;Femmine;37;Tumori;Tumori maligni cavità boccale e faringe;;;1
2005;Milano;Femmine;37;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2005;Milano;Femmine;37;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;38;Malattie infettive e parassitarie;AIDS;;;1
2005;Milano;Femmine;38;Tumori;Tumori maligni della mammella;;;1
2005;Milano;Femmine;38;Tumori;Tumori maligni dell'utero;;;1
2005;Milano;Femmine;38;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2005;Milano;Femmine;39;Malattie infettive e parassitarie;AIDS;;;2
2005;Milano;Femmine;39;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2005;Milano;Femmine;39;Tumori;Tumori maligni della mammella;;;1
2005;Milano;Femmine;39;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2005;Milano;Femmine;39;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2005;Milano;Femmine;39;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2005;Milano;Femmine;40;Malattie infettive e parassitarie;Altre malattie batteriche;;;1
2005;Milano;Femmine;40;Malattie infettive e parassitarie;AIDS;;;1
2005;Milano;Femmine;40;Tumori;Altri tumori maligni dell'apparato respiratorio;;;1
2005;Milano;Femmine;40;Tumori;Altri tumori maligni degli organi genitali femminili;;;1
2005;Milano;Femmine;40;Tumori;Altre localizzazioni di tumori maligni;;;1
2005;Milano;Femmine;40;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2005;Milano;Femmine;40;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2005;Milano;Femmine;40;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2005;Milano;Femmine;41;Tumori;Tumori maligni dell'intestino;;;1
2005;Milano;Femmine;41;Tumori;Tumori maligni della mammella;;;2
2005;Milano;Femmine;41;Tumori;Tumori maligni dell'encefalo;;;1
2005;Milano;Femmine;41;Malattie del sistema respiratorio;Polmonite;;;1
2005;Milano;Femmine;41;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2005;Milano;Femmine;41;Malattie dell'apparato digerente;Altre malattie del fegato;;;1
2005;Milano;Femmine;41;Malattie dell'apparato genitourinario;Insufficienza renale;;;1
2005;Milano;Femmine;41;Malattie dell'apparato genitourinario;Altre malattie apparato urinario;;;1
2005;Milano;Femmine;41;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;2
2005;Milano;Femmine;42;Malattie infettive e parassitarie;AIDS;;;2
2005;Milano;Femmine;42;Tumori;Tumori maligni dello stomaco;;;1
2005;Milano;Femmine;42;Tumori;Tumori maligni dell'intestino;;;1
2005;Milano;Femmine;42;Tumori;Tumori maligni della tiroide e delle altre ghiandole endocrine;;;1
2005;Milano;Femmine;42;Malattie del sistema nervoso;Malattie infiammatorie del sistema nervoso;;;1
2005;Milano;Femmine;42;Malattie del sistema respiratorio;Bronchite;;;2
2005;Milano;Femmine;42;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;2
2005;Milano;Femmine;43;Malattie infettive e parassitarie;AIDS;;;2
2005;Milano;Femmine;43;Tumori;Tumori maligni della mammella;;;3
2005;Milano;Femmine;43;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2005;Milano;Femmine;43;Malattie del sistema circolatorio;Ipertensione;;;1
2005;Milano;Femmine;43;Malattie del sistema circolatorio;Malattie del circolo polmonare;;;1
2005;Milano;Femmine;44;Malattie infettive e parassitarie;AIDS;;;2
2005;Milano;Femmine;44;Tumori;Tumori maligni dello stomaco;;;1
2005;Milano;Femmine;44;Tumori;Tumori maligni della mammella;;;2
2005;Milano;Femmine;44;Tumori;Altri tumori maligni dei tessuti linfatici;;;2
2005;Milano;Femmine;44;Malattie del sistema circolatorio;Malattie del circolo polmonare;;;1
2005;Milano;Femmine;44;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;1
2005;Milano;Femmine;44;Malattie del sistema respiratorio;Polmonite;;;3
2005;Milano;Femmine;44;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2005;Milano;Femmine;44;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2005;Milano;Femmine;45;Tumori;Tumori maligni dell'intestino;;;1
2005;Milano;Femmine;45;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;2
2005;Milano;Femmine;45;Tumori;Tumori maligni della mammella;;;5
2005;Milano;Femmine;45;Tumori;Leucemie;;;1
2005;Milano;Femmine;45;Malattie del sistema nervoso;Malattie infiammatorie del sistema nervoso;;;1
2005;Milano;Femmine;45;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2005;Milano;Femmine;45;Malattie dell'apparato digerente;Occlusione intestinale;;;1
2005;Milano;Femmine;45;Malattie dell'apparato digerente;Altre malattie del fegato;;;1
2005;Milano;Femmine;46;Malattie infettive e parassitarie;AIDS;;;1
2005;Milano;Femmine;46;Tumori;Tumori maligni dell'intestino;;;1
2005;Milano;Femmine;46;Tumori;Tumori maligni della mammella;;;1
2005;Milano;Femmine;46;Tumori;Altri tumori maligni degli organi genitali femminili;;;2
2005;Milano;Femmine;46;Tumori;Tumori maligni dell'encefalo;;;1
2005;Milano;Femmine;46;Tumori;Leucemie;;;1
2005;Milano;Femmine;47;Tumori;Tumori maligni cavità boccale e faringe;;;1
2005;Milano;Femmine;47;Tumori;Altri tumori maligni dell'apparato digerente;;;1
2005;Milano;Femmine;47;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2005;Milano;Femmine;47;Tumori;Tumori maligni della mammella;;;2
2005;Milano;Femmine;47;Tumori;Altri tumori maligni degli organi genitali femminili;;;1
2005;Milano;Femmine;47;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;2
2005;Milano;Femmine;47;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2005;Milano;Femmine;47;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2005;Milano;Femmine;48;Tumori;Tumori maligni dell'intestino;;;1
2005;Milano;Femmine;48;Tumori;Tumori maligni della mammella;;;1
2005;Milano;Femmine;48;Tumori;Tumori maligni dell'utero;;;1
2005;Milano;Femmine;48;Malattie del sistema circolatorio;Ipertensione;;;1
2005;Milano;Femmine;48;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2005;Milano;Femmine;48;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2005;Milano;Femmine;48;Malattie dell'apparato digerente;Altre malattie dell'apparato digerente;;;1
2005;Milano;Femmine;49;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2005;Milano;Femmine;49;Tumori;Tumori maligni della mammella;;;1
2005;Milano;Femmine;49;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2005;Milano;Femmine;49;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2005;Milano;Femmine;49;Malattie dell'apparato digerente;Altre malattie dell'apparato digerente;;;1
2005;Milano;Femmine;49;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2005;Milano;Femmine;50;Malattie infettive e parassitarie;AIDS;;;1
2005;Milano;Femmine;50;Tumori;Tumori maligni dell'intestino;;;2
2005;Milano;Femmine;50;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2005;Milano;Femmine;50;Tumori;Tumori maligni della mammella;;;2
2005;Milano;Femmine;50;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2005;Milano;Femmine;50;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2005;Milano;Femmine;50;Malformazioni congenite, anomalie cromosomiche;Malformazioni congenite, anomalie cromosomiche;;;1
2005;Milano;Femmine;50;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2005;Milano;Femmine;51;Malattie infettive e parassitarie;AIDS;;;1
2005;Milano;Femmine;51;Tumori;Tumori maligni dello stomaco;;;1
2005;Milano;Femmine;51;Tumori;Tumori maligni dell'intestino;;;2
2005;Milano;Femmine;51;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2005;Milano;Femmine;51;Tumori;Tumori maligni della mammella;;;6
2005;Milano;Femmine;51;Tumori;Tumori maligni dell'utero;;;1
2005;Milano;Femmine;51;Tumori;Leucemie;;;1
2005;Milano;Femmine;51;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2005;Milano;Femmine;51;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;2
2005;Milano;Femmine;51;Malattie dell'apparato digerente;Occlusione intestinale;;;1
2005;Milano;Femmine;51;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Sintomi, segni e risultati anormali di esami;;;1
